cve,year,se1_0,se1_1,se1_3,se1_4,se1_5,se1_6,se1_7,se1_8,se1_9,rs_w1,rs_w2,rs_w3,rs_w4,rs_w5,rs_w6,rs_w7,rs_w8,rs_w9,rs_w10,rs_w11,rs_w12,rs_w13,rs_w14,rs_w15,rs_w16,rs_w17,rs_w18,rs_w19,rs_w20,rs_w21,rs_w22,rs_w23,rs_w24,rs_w25,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,mun,trat,pto
C99,2008,1566,24,1737,963,108,3328,240,663,1308,523,4601,1406,1002,479,282,161,123,152,184,97,75,33,64,19,42,21,14,34,50,10,12,4,1,15,683,1857,4085,2316,695,0,279,Tacambaro,1,0
D04,2008,52,0,309,6,0,494,11,63,60,71,599,30,46,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,178,405,22,264,0,0,Turicato,1,0
D07,2008,362,0,7906,2061,644,8431,1615,4099,1777,757,13183,3983,1926,1384,962,807,539,382,396,302,254,230,208,206,200,123,79,80,52,71,54,64,53,271,2851,5653,9940,5561,1945,681,0,Zacapu,0,0
D10,2008,354,84,3434,1071,0,3173,247,653,50,378,3380,2389,1085,777,365,214,148,62,87,61,31,29,16,3,0,0,0,8,0,0,0,0,0,9,316,1382,4416,2143,809,0,0,Tarimbaro,1,0
K77,2008,97,0,123,4,35,167,0,33,91,64,367,128,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,289,165,0,0,0,0,Acuitzio,1,0
K78,2008,1111,0,260,214,0,1843,803,590,528,202,2834,936,528,176,224,82,128,63,24,28,22,4,2,2,2,0,10,2,0,11,0,0,0,0,671,1509,2001,1080,0,0,0,Ario,1,0
K79,2008,0,0,282,2,0,130,0,100,120,46,434,127,24,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,120,254,211,0,0,0,Erongaricuaro,1,0
K80,2008,135,205,36,46,0,593,24,488,131,76,790,250,99,22,12,7,23,22,16,10,15,47,8,9,12,26,20,30,14,3,11,25,9,52,204,474,908,0,0,0,0,La Huacana,0,0
K81,2008,0,0,36,7,0,12,0,0,29,34,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,29,0,0,0,0,Huiramba,1,0
K82,2008,60,0,0,10,0,173,0,437,0,70,185,61,24,125,36,48,33,72,0,0,12,12,0,24,0,0,0,0,0,0,0,0,0,0,14,66,175,425,0,0,0,Lagunillas,1,0
K83,2008,24,0,328,40,0,370,0,26,0,89,519,117,56,6,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,209,500,0,0,0,0,Madero,1,0
K84,2008,619,12,1528,60,0,397,0,778,260,192,2220,580,330,35,69,77,16,83,14,2,12,10,1,0,22,0,2,0,0,0,0,0,0,11,168,1083,1889,514,0,0,0,Salvador Escalante,1,0
K86,2008,24,111,8,15,0,126,0,39,0,12,203,67,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,225,0,0,0,0,Tzintzuntzan,1,0
L22,2008,0,0,83,30,0,435,3,140,150,30,695,76,7,27,16,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,477,211,0,0,0,0,Angamacutiro,0,0
L23,2008,96,0,169,34,102,402,46,0,0,22,437,263,95,27,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,178,625,0,0,0,0,Jose Sixto Verduzco,0,0
L24,2008,0,0,0,3,0,158,0,16,12,22,158,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,81,0,0,0,0,Morelos,0,0
L25,2008,5,0,223,484,0,527,20,155,80,46,698,374,84,141,41,18,21,47,16,2,0,4,16,4,0,0,0,0,0,0,0,0,0,0,199,381,571,343,0,0,0,Panindicuaro,0,0
L27,2008,438,154,1721,693,363,6409,462,1616,1231,335,6592,2506,1152,624,346,216,202,213,155,125,71,42,49,73,69,29,28,25,14,6,2,15,11,12,1476,3916,6095,1364,0,0,0,Puruandiro,0,0
M45,2008,0,0,12,65,0,57,0,28,0,22,83,22,21,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,107,0,0,0,0,Churumuco,0,0
O24,2008,238,0,446,660,358,1723,252,1070,273,37,3411,659,140,213,51,58,59,100,85,28,16,8,24,9,4,2,9,2,4,0,2,0,0,10,541,1714,2157,497,0,0,0,Zinapecuaro,1,0
O25,2008,24,0,153,24,0,73,0,78,123,70,323,72,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,195,190,0,0,0,0,Querendaro,0,0
O26,2008,0,0,142,423,0,249,0,12,47,21,416,171,52,75,44,40,18,14,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,67,216,222,232,136,0,0,Indaparapeo,0,0
O48,2008,28,124,104,357,0,226,36,82,24,71,498,214,122,50,4,7,6,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,89,213,679,0,0,0,0,Charo,0,0
O49,2008,276,0,192,336,0,437,481,726,28,138,1095,231,147,125,159,137,102,73,60,38,39,46,11,22,8,8,6,4,11,5,0,1,2,18,161,739,1455,109,0,0,0,Alvaro Obregon,0,0
O54,2008,0,0,140,38,0,387,12,84,120,70,569,66,64,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,414,243,0,0,0,0,Coeneo,0,0
O55,2008,0,71,356,83,0,337,68,123,88,67,636,232,56,58,29,23,9,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,226,389,344,0,0,0,Jimenez,0,0
O68,2008,12,0,127,36,0,64,72,233,0,34,318,61,5,26,27,11,17,14,6,16,7,8,1,0,0,0,5,2,0,0,0,0,2,6,78,86,380,0,0,0,0,Huaniqueo,0,0
O71,2008,0,0,3,125,0,12,0,0,0,22,15,78,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,125,0,0,0,0,Caracuaro,0,0
O72,2008,138,0,161,689,181,867,47,126,198,65,1096,491,243,83,79,87,36,57,31,42,10,17,4,14,0,3,5,2,9,4,2,0,2,12,199,455,1229,489,0,0,0,Cuitzeo,0,0
O73,2008,0,0,57,61,0,0,0,14,0,11,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,38,0,0,0,0,Chucandiro,0,0
O74,2008,12,0,265,20,0,231,0,16,76,12,419,107,34,12,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,206,331,0,0,0,0,Santa Ana Maya,0,0
O75,2008,229,0,308,39,108,555,210,695,178,53,1746,274,119,30,18,18,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,860,1071,0,0,0,0,Huandacareo,0,0
O76,2008,4,0,0,8,0,24,12,30,0,12,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61,0,0,0,0,0,Copandaro,0,0
O77,2008,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tzitzio,0,0
C75,2008,607,0,4044,2025,739,12774,2574,4455,3147,1432,15241,4741,2570,1330,1017,693,549,425,441,396,237,189,171,163,206,159,82,56,47,47,44,20,41,68,2994,7670,14079,5223,399,0,0,Apatzingan,1,0
C76,2008,5,0,48,165,1509,24,42,1,0,22,138,136,75,99,102,98,104,129,104,141,120,82,94,84,69,57,32,23,28,19,12,6,6,36,13,162,412,1207,0,0,0,Arteaga,0,0
C78,2008,12,0,12,0,0,64,0,0,31,46,64,13,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,69,0,0,0,0,0,Charapan,0,0
C79,2008,0,0,0,73,0,335,0,24,86,58,235,190,24,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,397,0,0,0,0,Cheran,0,0
C81,2008,173,0,532,188,126,632,12,12,68,139,997,301,92,63,42,22,24,24,30,10,8,4,1,4,0,0,0,0,2,0,0,0,0,2,129,367,1126,121,0,0,0,Gabriel Zamora,0,0
C90,2008,273,0,948,2405,383,3057,115,551,287,452,3887,1414,704,390,163,234,129,106,107,107,56,51,45,61,43,22,24,10,6,3,5,6,7,8,524,2165,3189,1494,647,0,0,Mugica,0,0
C92,2008,51,0,87,0,0,77,0,0,0,54,117,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,208,0,0,0,0,Nuevo Urecho,0,0
C93,2008,115,0,240,7,107,575,0,91,2,84,957,58,17,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,219,543,279,0,0,0,Paracuaro,0,0
C94,2008,0,0,1834,70,230,915,36,118,152,465,1699,376,185,150,96,88,96,30,49,44,37,20,4,12,4,3,3,4,2,6,0,2,2,0,193,712,2137,313,0,0,0,Paracho,0,0
D01,2008,1744,0,936,120,0,319,543,168,0,466,808,439,231,204,225,218,96,137,108,57,57,55,23,20,10,16,14,11,6,23,0,0,2,2,206,316,587,1566,843,78,234,Taretan,1,0
D05,2008,5282,273,26377,6230,3027,35765,5752,20957,12198,12264,38434,20385,12238,7669,5443,3803,2794,2210,1842,1507,1164,927,647,728,629,606,371,299,291,225,230,176,173,742,9360,23075,40228,31098,5062,2558,2682,Uruapan,1,0
K85,2008,698,0,18,24,0,121,0,370,0,163,413,227,240,66,84,0,24,0,0,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,74,283,518,356,0,0,0,Tingambato,1,0
O21,2008,729,360,253,287,382,1885,131,438,232,429,2109,653,548,209,139,95,112,66,92,82,60,37,31,4,9,5,12,2,0,21,2,0,2,0,445,1024,2489,739,0,0,0,Tepalcatepec,0,0
O22,2008,134,0,770,113,255,927,60,268,97,82,1630,593,213,46,38,12,0,3,2,2,0,11,0,0,0,0,2,0,0,0,0,0,0,12,226,787,1611,0,0,0,0,Buenavista,0,0
O52,2008,793,0,5,442,0,100,717,684,113,281,1064,702,227,153,144,124,45,46,28,30,12,8,0,0,0,0,0,0,0,0,0,0,0,12,124,394,1715,621,0,0,0,Ziracuaretiro,1,0
O53,2008,1401,0,938,18,0,542,35,467,326,336,2372,515,299,101,60,0,36,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,211,723,2258,535,0,0,0,Nuevo Parangaricutiro,1,0
O59,2008,0,0,213,0,0,68,0,114,6,64,269,57,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,174,184,0,0,0,0,Nahuatzen,0,0
O63,2008,5,0,412,65,0,434,67,137,959,61,859,352,278,218,86,143,57,27,6,0,2,0,0,0,1,5,2,0,0,0,2,0,0,2,151,515,598,815,0,0,0,Coalcoman,0,0
O65,2008,11,0,0,17,0,0,12,0,0,32,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,Tumbiscatio,0,0
O67,2008,0,0,420,0,0,118,0,48,108,33,457,131,83,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,116,391,173,0,0,0,Aguililla,0,0
O70,2008,1490,0,993,71,12,729,12,194,134,328,1873,573,322,186,169,57,32,18,20,5,9,18,5,4,0,13,0,0,0,23,0,0,0,2,307,1134,1472,722,0,0,0,Tancitaro,1,0
C77,2008,180,0,418,132,75,1557,61,685,826,109,2270,667,364,155,123,29,40,45,22,18,9,4,6,22,11,16,4,4,0,14,0,2,12,10,450,1194,1591,699,0,0,0,Cotija,1,0
C80,2008,0,0,103,118,0,623,0,52,0,47,472,215,124,48,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,158,226,491,21,0,0,0,Chilchota,1,0
C83,2008,2232,0,6799,1835,149,4904,817,2387,1170,765,7685,3913,2174,1296,889,726,587,473,361,253,190,135,116,100,116,99,59,47,43,25,28,27,23,185,1092,3538,7459,5619,1209,1376,0,Jacona,0,0
C84,2008,71,9,3067,652,898,1935,171,1164,1673,170,4820,1434,1008,526,324,250,190,142,151,160,117,82,46,50,27,24,17,25,15,4,10,5,3,56,878,2450,3834,2478,0,0,0,Jiquilpan,0,0
C86,2008,1603,78,12649,3084,731,17484,2145,6879,3954,1068,21861,8647,4715,2835,2049,1582,1018,832,497,565,424,366,315,304,262,161,187,130,118,110,111,93,71,303,3688,10280,19245,12774,2620,0,0,La Piedad,0,0
C88,2008,2324,0,2470,1606,507,7305,899,3506,2009,965,10610,3050,1539,796,584,488,371,396,295,225,195,128,143,113,91,74,76,20,57,47,27,4,14,85,2869,5232,7192,4221,740,372,0,Los Reyes,1,0
C96,2008,1105,17,1908,247,76,2345,173,501,403,169,4078,1444,452,214,191,97,34,8,14,29,18,9,7,0,0,0,19,0,0,0,0,6,6,2,858,2250,3069,598,0,0,0,Periban,1,0
C98,2008,222,0,2923,1264,9,9033,1557,3856,2662,440,11149,3928,1940,997,764,346,327,242,204,287,106,117,74,138,100,100,74,36,29,26,28,11,12,97,2391,5904,10313,2918,0,0,0,Sahuayo,0,0
D02,2008,589,0,1122,35,0,313,0,264,141,36,1165,456,238,154,130,91,46,30,0,11,1,17,0,7,21,16,8,0,0,0,1,0,12,24,246,572,1142,504,0,0,0,Tinguindin,1,0
D03,2008,1089,0,1452,113,0,390,79,104,125,303,1269,255,193,131,115,116,50,83,36,57,0,25,0,49,12,12,5,0,12,19,0,24,0,68,236,411,756,74,1371,504,0,Tocumbo,1,0
D06,2008,86,0,343,107,0,394,68,230,169,84,842,269,67,63,34,0,24,0,12,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,220,422,755,0,0,0,0,Venustiano Carranza,0,0
D08,2008,1903,283,17268,4813,1213,32534,5457,14883,11534,4232,34904,15489,9204,5701,4141,2877,2317,1729,1450,1242,1006,770,701,756,606,561,420,259,238,206,160,190,136,622,7173,17396,33745,22345,1225,2029,4444,Zamora,0,0
L26,2008,13,0,36,95,175,173,164,26,0,22,278,142,41,30,41,18,8,14,34,28,8,14,20,4,0,2,0,0,0,0,0,0,0,0,68,210,404,0,0,0,0,Penjamillo,0,0
O23,2008,446,0,45,0,78,137,0,24,242,22,524,317,95,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,62,410,74,372,0,0,Pajacuaran,0,0
O28,2008,636,0,320,406,0,974,109,16,236,27,933,761,451,258,175,79,27,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,522,953,578,512,0,0,Vista Hermosa,0,0
O29,2008,184,0,50,24,0,444,30,264,61,22,514,274,108,33,40,47,12,2,12,0,0,1,1,1,12,0,0,0,0,0,0,0,0,0,87,323,647,0,0,0,0,Tanhuato,0,0
O30,2008,252,0,16,37,0,304,0,153,82,7,441,281,59,18,13,3,2,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,191,565,0,0,0,0,Brisenas,0,0
O31,2008,0,0,36,0,0,145,0,0,0,16,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,60,85,0,0,0,0,Zinaparo,0,0
O32,2008,0,0,125,7,27,241,0,0,12,9,301,36,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,179,182,0,0,0,0,Churintzio,0,0
O33,2008,982,0,197,102,0,630,73,140,40,12,1199,414,225,88,59,52,27,21,10,6,5,15,8,6,2,3,2,0,0,2,0,2,0,6,171,449,1123,421,0,0,0,Numaran,0,0
O39,2008,736,0,603,495,191,1533,251,549,461,84,3254,903,271,83,18,43,21,46,41,21,30,8,8,8,0,2,0,0,0,0,0,0,0,0,561,1369,2601,288,0,0,0,Tangancicuaro,1,0
O40,2008,182,12,2169,136,276,1486,145,557,362,149,3188,819,545,323,104,43,27,19,43,21,20,10,7,7,2,4,1,0,11,0,0,0,0,4,758,1532,2561,474,0,0,0,Purepero,1,0
O41,2008,65,184,0,0,0,168,0,0,80,30,280,96,25,41,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,105,383,0,0,0,0,Tlazazalca,0,0
O43,2008,0,0,24,16,0,135,0,159,4,34,159,8,16,13,31,15,16,12,9,13,5,3,7,15,2,0,0,2,0,0,0,0,0,0,67,112,159,0,0,0,0,Cojumatlan de Regules,0,0
O50,2008,57,0,597,97,0,343,121,92,109,2,832,269,130,99,3,51,6,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,120,450,449,397,0,0,0,Chavinda,0,0
O51,2008,29,0,449,36,0,453,48,168,204,98,1030,157,63,30,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,665,468,0,0,0,0,Tangamandapio,1,0
O56,2008,387,95,955,136,348,2436,71,492,318,80,3234,837,313,201,144,75,70,79,62,35,27,21,20,22,16,6,0,2,4,9,1,0,0,2,624,1612,2507,495,0,0,0,Yurecuaro,0,0
O60,2008,144,0,175,82,50,690,277,28,115,100,954,208,88,148,21,2,16,25,6,0,2,4,7,2,0,0,0,0,0,0,0,0,0,0,174,187,1200,0,0,0,0,Ecuandureo,0,0
O62,2008,54,0,0,25,0,277,0,60,53,81,225,41,83,28,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,162,254,0,0,0,0,Villamar,0,0
O69,2008,202,0,78,9,0,139,0,194,6,27,514,73,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,269,257,0,0,0,0,Ixtlan,0,0
O78,2008,36,0,1040,9,0,400,285,174,193,110,1116,344,229,87,79,94,10,26,19,15,20,2,0,0,0,0,0,0,0,0,0,0,0,8,150,547,799,235,406,0,0,Marcos Castellanos,0,0
C82,2008,230,26,2884,1126,2363,6718,821,2712,3872,480,9766,3183,1715,1023,766,491,475,423,374,320,262,284,173,214,159,96,193,72,43,49,45,40,24,64,2598,4808,7384,4442,0,1520,0,Hidalgo,1,0
C85,2008,46,0,651,12,0,124,0,60,98,12,428,238,136,74,39,12,42,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,73,356,215,347,0,0,0,Jungapeo,1,0
D09,2008,439,5,5165,1715,668,11753,1686,4224,5043,721,14155,4784,2360,1708,1322,1013,856,598,487,465,402,326,235,263,211,159,95,106,78,72,54,68,80,178,2955,6626,11117,7068,1245,0,0,Zitacuaro,1,0
H44,2008,0,110,31,249,0,149,14,69,173,55,587,124,13,18,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,92,44,632,27,0,0,0,Angangueo,0,0
N97,2008,0,12,2848,80,0,261,25,103,205,224,1754,653,349,170,108,132,30,8,38,8,10,16,26,26,0,0,0,0,0,0,0,0,0,4,189,287,1597,1276,123,62,0,Tlalpujahua,0,0
O27,2008,0,0,508,72,0,155,24,28,0,32,574,80,86,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,204,513,0,0,0,0,Ocampo,1,0
O34,2008,45,30,1155,586,0,4288,392,2287,1052,220,5378,1404,733,554,361,284,167,125,109,105,67,42,68,54,14,41,24,26,22,10,2,15,5,27,1147,2325,4366,1913,84,0,0,Maravatio,0,0
O35,2008,0,0,559,168,0,260,7,516,123,171,871,310,163,64,26,37,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,167,561,807,0,0,0,Contepec,0,0
O36,2008,116,810,282,118,0,2174,103,826,698,71,2639,854,437,293,234,139,107,81,83,32,26,41,30,23,12,0,4,16,5,4,2,0,2,14,595,1072,1647,1813,0,0,0,Huetamo,0,0
O37,2008,637,0,251,24,0,554,64,60,0,194,869,201,97,99,70,30,12,8,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,12,38,201,564,378,162,0,247,San Lucas,0,0
O44,2008,0,48,402,25,0,325,13,16,3,11,534,204,57,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,220,549,0,0,0,0,Irimbo,0,0
O45,2008,0,0,27,0,0,0,44,0,0,24,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,7,0,0,0,0,Aporo,0,0
O46,2008,873,0,159,99,158,726,0,447,295,330,1678,376,90,67,64,28,16,31,36,24,10,2,12,7,4,0,0,2,0,0,0,0,0,2,348,842,1139,428,0,0,0,Tuxpan,1,0
O47,2008,24,0,43,0,0,206,0,0,60,34,292,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,112,194,0,0,0,0,Senguio,0,0
O64,2008,0,0,8,12,0,219,0,0,0,22,109,78,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,63,116,0,0,0,0,Tiquicheo,0,0
O66,2008,0,0,24,187,0,418,0,45,0,22,275,182,88,59,24,10,8,6,4,6,2,2,2,2,0,2,2,0,0,0,0,0,0,0,63,133,478,0,0,0,0,Tuzantla,0,0
O79,2008,0,0,0,0,0,85,0,0,0,0,7,0,60,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,78,0,0,0,0,Juarez,1,0
O80,2008,0,0,3,10,0,0,0,0,0,3,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,Susupuato,0,0
S54,2008,0,0,11,113,0,1,0,0,0,0,59,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,111,0,0,0,0,Epitacio Huerta,0,0
C87,2008,601,1402,11986,8780,2536,18009,9935,14700,7358,1432,23436,9527,6394,5152,4285,3388,2892,2460,2440,1909,1631,1381,1218,1002,958,812,796,788,686,490,356,346,365,1020,3962,12095,25820,15597,5849,2991,8659,Lazaro Cardenas,0,0
O81,2009,147,0,100,204,194,602,0,284,334,27,541,357,238,140,143,101,77,62,42,34,35,32,10,8,6,0,0,0,0,2,4,4,0,12,131,247,1497,0,0,0,0,Coahuayana,0,0
O82,2009,19,1077,22,368,0,260,545,158,0,47,459,418,292,152,156,115,58,74,63,68,75,71,64,50,22,24,40,30,20,29,16,27,15,68,69,203,550,1631,0,0,0,Aquila,0,0
C89,2009,2279,509,50739,15925,6476,74546,14857,65495,33730,13732,68807,42046,27750,19881,14517,11517,9569,7837,7130,6128,5456,4280,3856,3106,2976,2632,2148,1762,1712,1498,1143,1379,1388,3987,16103,39837,82250,64041,27019,15294,20638,Morelia,0,0
C91,2009,0,0,0,26,0,48,0,0,0,0,37,9,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,0,0,Nocupetaro,0,0
C95,2009,387,0,2231,1221,727,8433,1169,3839,4055,995,10382,3600,1791,1130,797,542,430,456,342,337,221,204,166,219,118,114,71,49,38,31,27,35,34,67,1879,4949,7571,6350,1473,0,0,Patzcuaro,1,0
C97,2009,0,0,568,127,0,1365,36,495,385,196,2222,309,125,81,42,11,12,2,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1173,1228,32,0,0,0,Quiroga,1,0
C99,2009,1566,24,1816,281,198,3849,222,789,1577,519,4469,1664,1115,486,341,243,162,125,126,169,77,26,49,17,56,35,27,41,42,6,0,0,0,32,679,1778,4779,2535,327,0,311,Tacambaro,1,0
D04,2009,253,0,27,0,0,467,12,81,54,22,542,62,72,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,192,423,0,184,0,0,Turicato,1,0
D07,2009,407,26,7419,2097,693,8829,1593,4055,1728,1178,13007,4201,2017,1349,979,691,412,373,440,319,244,228,188,219,162,85,84,55,58,31,52,47,32,236,3071,5763,9992,5650,2359,0,0,Zacapu,0,0
D10,2009,359,86,3366,1388,0,3714,276,1152,67,445,4033,2647,1365,837,345,250,178,67,110,63,47,19,22,4,2,0,0,0,0,0,0,0,0,14,484,1414,4816,2968,813,0,0,Tarimbaro,1,0
K77,2009,107,0,136,43,45,195,0,54,96,45,398,218,24,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,307,289,0,0,0,0,Acuitzio,1,0
K78,2009,1260,0,214,209,0,1797,679,567,542,196,2659,893,572,248,141,153,123,79,36,16,16,17,0,0,2,4,12,0,0,0,0,0,0,0,588,1435,2430,750,0,0,0,Ario,1,0
K79,2009,0,0,253,0,0,125,0,112,120,34,451,92,32,2,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,103,442,22,0,0,0,Erongaricuaro,1,0
K80,2009,130,208,26,38,0,561,24,474,148,36,812,230,64,30,9,6,33,5,9,7,49,37,2,12,21,24,40,15,0,20,16,20,0,55,212,426,914,0,0,0,0,La Huacana,0,0
K81,2009,0,0,36,12,0,12,0,0,60,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,60,0,0,0,0,Huiramba,1,0
K82,2009,60,0,0,1,0,247,0,421,0,48,206,97,30,120,0,60,12,60,36,12,12,0,0,24,12,0,0,0,0,0,0,0,0,0,16,60,235,418,0,0,0,Lagunillas,1,0
K83,2009,24,0,285,23,0,396,0,15,0,96,454,122,67,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,125,563,0,0,0,0,Madero,1,0
K84,2009,570,12,1498,42,0,366,24,786,279,99,2158,597,353,63,74,82,28,39,70,10,24,0,0,18,16,8,0,0,0,0,0,0,2,10,175,1105,1754,617,0,0,0,Salvador Escalante,1,0
K86,2009,24,93,38,56,0,154,0,36,0,7,233,112,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,151,230,0,0,0,0,Tzintzuntzan,1,0
L22,2009,0,0,79,77,0,371,0,110,151,16,602,52,33,26,19,34,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,371,289,0,0,0,0,Angamacutiro,0,0
L23,2009,92,0,128,39,98,422,36,49,0,40,377,255,79,36,32,34,8,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,222,596,0,0,0,0,Jose Sixto Verduzco,0,0
L24,2009,0,0,0,0,0,122,0,12,5,0,122,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,79,25,0,0,0,0,Morelos,0,0
L25,2009,0,0,235,457,0,470,0,214,99,28,631,438,92,168,11,23,30,32,6,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,203,380,554,357,0,0,0,Panindicuaro,0,0
L27,2009,421,137,1636,760,357,6088,427,1713,1209,216,6348,2477,1094,672,388,263,177,204,146,138,78,67,57,63,41,21,29,38,13,16,6,8,6,22,1322,3857,6119,1314,0,0,0,Puruandiro,0,0
M45,2009,0,0,2,29,0,53,0,20,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,78,0,0,0,0,Churumuco,0,0
O24,2009,229,24,453,661,407,1823,288,1174,278,106,3639,639,173,187,90,52,67,90,82,34,14,11,30,10,1,0,12,0,0,8,2,0,0,2,631,1752,2389,488,0,0,0,Zinapecuaro,1,0
O25,2009,24,0,150,12,0,98,0,70,104,52,334,62,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,170,204,0,0,0,0,Querendaro,0,0
